#,TICKER,COMPANY_NAME,MARKET_CAP,CLOSE,PREVIOUS_CLOSE,VOLUME,WK52_LOW,WK52_HIGH,ALL_TIME_HIGH,IPO_DATE,EARNINGS_DATE,SECTOR,INDUSTRY,EXCHANGE
1,NVDA,NVIDIA Corporation,5114022068224,211.14,214.25,230465710,135.4,236.54,236.54,917015400.0,1787774400,Technology,Semiconductors,NMS
2,GOOGL,Alphabet Inc.,4607987679232,380.34,390.13,44249622,162.0,408.61,408.61,1092922200.0,1777492800,Communication Services,Internet Content & Information,NMS
3,AAPL,Apple Inc.,4583336181760,312.06,312.51,56381546,195.07,315.0,315.0,345479400.0,1777579200,Technology,Consumer Electronics,NMS
4,MSFT,Microsoft Corporation,3344578379776,450.24,426.99,77168677,356.28,555.45,555.45,511108200.0,1777492800,Technology,Software - Infrastructure,NMS
5,AMZN,"Amazon.com, Inc.",2911304417280,270.64,274.0,54582943,196.0,278.56,278.56,863703000.0,1777492800,Consumer Cyclical,Internet Retail,NMS
6,AVGO,Broadcom Inc.,2115307700224,446.77,426.58,41606320,241.11,448.9,448.9,1249565400.0,1780516800,Technology,Semiconductors,NMS
7,TSLA,"Tesla, Inc.",1636706942976,435.79,442.1,44967971,273.21,498.83,498.83,1277818200.0,1776888000,Consumer Cyclical,Auto Manufacturers,NMS
8,META,"Meta Platforms, Inc.",1605578129408,632.51,635.29,19726619,520.26,796.25,796.25,1337347800.0,1777492800,Communication Services,Internet Content & Information,NMS
9,BRK-B,Berkshire Hathaway Inc.,1023384027136,474.48,477.42,4085243,455.19,516.85,542.07,831648600.0,1777752000,Financial Services,Insurance - Diversified,NYQ
10,MU,"Micron Technology, Inc.",1095029751808,971.0,923.52,60134240,94.4,981.0,981.0,454944600.0,1782331200,Technology,Semiconductors,NMS
11,LLY,Eli Lilly and Company,985374195712,1105.0,1126.8,2603115,623.78,1149.1,1149.1,76253400.0,1785933000,Healthcare,Drug Manufacturers - General,NYQ
12,WMT,Walmart Inc.,922642153472,115.75,118.9,41258461,93.43,135.16,135.16,83597400.0,1787229000,Consumer Defensive,Discount Stores,NMS
13,JPM,JPMorgan Chase & Co.,802004533248,299.31,296.73,7239863,260.31,337.25,337.25,322151400.0,1784032200,Financial Services,Banks - Diversified,NYQ
14,AMD,"Advanced Micro Devices, Inc.",841552887808,516.1,518.09,21772067,111.01,527.2,527.2,322151400.0,1778011200,Technology,Semiconductors,NMS
15,ASML,ASML Holding N.V.,621586219008,1612.76,1605.77,1062653,683.48,1654.2,1654.2,795277800.0,1784118600,Technology,Semiconductor Equipment & Materials,NMS
16,XOM,Exxon Mobil Corporation,602095026176,145.26,146.96,11148037,101.73,176.41,176.41,-252322200.0,1777638600,Energy,Oil & Gas Integrated,NYQ
17,V,Visa Inc.,620653051904,326.36,324.95,6048834,293.89,375.51,375.51,1205933400.0,1777406400,Financial Services,Credit Services,NYQ
18,INTC,Intel Corporation,576381648896,114.68,120.89,153853296,18.97,132.75,132.75,322151400.0,1776974400,Technology,Semiconductors,NMS
19,ORCL,Oracle Corporation,649353691136,225.78,203.7,40817031,134.57,345.72,345.72,511021800.0,1773172800,Technology,Software - Infrastructure,NYQ
20,JNJ,Johnson & Johnson,542418173952,225.33,230.8,6188580,149.04,251.71,251.71,-252322200.0,1784118600,Healthcare,Drug Manufacturers - General,NYQ
21,CSCO,"Cisco Systems, Inc.",474627538944,120.42,118.64,42092900,62.71,121.43,121.43,635178600.0,1786564800,Technology,Communication Equipment,NMS
22,COST,Costco Wholesale Corporation,424141291520,956.32,995.2,6143767,844.06,1096.5,1096.5,521299800.0,1779998400,Consumer Defensive,Discount Stores,NMS
23,MA,Mastercard Incorporated,436472774656,493.98,493.75,2641911,480.5,601.77,601.77,1148563800.0,1777552200,Financial Services,Credit Services,NYQ
24,CAT,Caterpillar Inc.,403418677248,875.87,887.67,5173043,339.5,931.35,931.35,-252322200.0,1785846600,Industrials,Farm & Heavy Construction Machinery,NYQ
25,LRCX,Lam Research Corporation,397906673664,318.18,318.0,10301241,80.43,333.33,333.33,452525400.0,1776888000,Technology,Semiconductor Equipment & Materials,NMS
26,ABBV,AbbVie Inc.,384666140672,217.72,218.63,3550230,181.73,244.81,244.81,1357137000.0,1777465800,Healthcare,Drug Manufacturers - General,NYQ
27,BAC,Bank of America Corporation,366184071168,51.6,50.77,52430331,43.36,57.55,57.55,99153000.0,1784032200,Financial Services,Banks - Diversified,NYQ
28,NFLX,"Netflix, Inc.",362212884480,86.02,86.36,35649267,75.01,134.115,134.115,1022160600.0,1776369600,Communication Services,Entertainment,NMS
29,CVX,Chevron Corporation,363386929152,182.46,183.03,13864236,136.43,214.71,214.71,-252322200.0,1777638600,Energy,Oil & Gas Integrated,NYQ
30,AMAT,"Applied Materials, Inc.",357329371136,450.06,449.68,6192070,154.47,462.4,462.4,322151400.0,1786651200,Technology,Semiconductor Equipment & Materials,NMS
31,KO,The Coca-Cola Company,339939131392,79.01,80.41,32408986,65.35,82.66,82.66,-252322200.0,1777379400,Consumer Defensive,Beverages - Non-Alcoholic,NYQ
32,UNH,UnitedHealth Group Incorporated,345376391168,380.31,382.53,10246752,234.6,404.15,630.73,466867800.0,1776774600,Healthcare,Healthcare Plans,NYQ
33,ARM,Arm Holdings plc,377341575168,353.29,335.27,10389003,100.02,356.45,356.45,1694698200.0,1778097600,Technology,Semiconductors,NMS
34,PG,The Procter & Gamble Company,334293663744,143.56,145.91,6711733,137.62,169.04,180.43,-252322200.0,1785328200,Consumer Defensive,Household & Personal Products,NYQ
35,GE,GE Aerospace,338274058240,323.76,320.82,9336276,232.24,348.48,348.48,-252322200.0,1784205000,Industrials,Aerospace & Defense,NYQ
36,PLTR,Palantir Technologies Inc.,375275192320,156.54,143.34,91550284,118.93,207.52,207.52,1601472600.0,1777924800,Technology,Software - Infrastructure,NMS
37,HSBC,HSBC Holdings plc,321494548480,93.74,92.95,1571032,58.14,95.22,99.52,932131800.0,1785846600,Financial Services,Banks - Diversified,NYQ
38,MS,Morgan Stanley,328075247616,208.0,203.79,5295744,126.36,208.08,208.08,730477800.0,1784118600,Financial Services,Capital Markets,NYQ
39,BABA,Alibaba Group Holding Limited,298020438016,124.22,126.16,12448653,103.71,192.67,319.32,1411133400.0,1778675400,Consumer Cyclical,Internet Retail,NYQ
40,HD,"The Home Depot, Inc.",316225585152,317.14,321.21,3340594,289.1,426.75,439.37,370013400.0,1787056200,Consumer Cyclical,Home Improvement Retail,NYQ
41,MRK,"Merck & Co., Inc.",293217566720,118.72,119.89,6324863,75.4,125.14,134.63,-252322200.0,1785846600,Healthcare,Drug Manufacturers - General,NYQ
42,TXN,Texas Instruments Incorporated,278197174272,305.68,315.95,16774373,152.73,331.51,331.51,76253400.0,1776888000,Technology,Semiconductors,NMS
43,GS,"The Goldman Sachs Group, Inc.",302547828736,1025.56,1008.37,1452824,592.17,1027.22,1027.22,925824600.0,1784032200,Financial Services,Capital Markets,NYQ
44,AZN,AstraZeneca PLC,287945981952,185.67,185.33,1250189,137.22,212.71,212.71,737213400.0,1785182400,Healthcare,Drug Manufacturers - General,NYQ
45,GEV,GE Vernova Inc.,260206952448,968.32,996.0,5269567,458.646,1181.95,1181.95,1711546200.0,1784723400,Industrials,Specialty Industrial Machinery,NYQ
46,NVS,Novartis AG,286538170368,150.17,151.4,1339033,112.34,170.46,170.46,847377000.0,1784637000,Healthcare,Drug Manufacturers - General,NYQ
47,PM,Philip Morris International Inc.,276457160704,177.38,178.57,2700562,142.11,193.05,193.05,1205760600.0,1784723400,Consumer Defensive,Tobacco,NYQ
48,RY,Royal Bank of Canada,263389986816,189.53,188.89,1590551,126.02,191.51,191.51,813850200.0,1787833800,Financial Services,Banks - Diversified,NYQ
49,KLAC,KLA Corporation,251028209664,1921.71,1927.63,1144431,751.96,2060.08,2060.08,339859800.0,1777492800,Technology,Semiconductor Equipment & Materials,NMS
50,QCOM,QUALCOMM Incorporated,264575090688,251.02,243.29,28744014,121.99,259.92,259.92,692634600.0,1777492800,Technology,Semiconductors,NMS
51,TM,Toyota Motor Corporation,247569121280,189.95,191.84,594526,167.18,248.9,255.23,322151400.0,1778243400,Consumer Cyclical,Auto Manufacturers,NYQ
52,RTX,RTX Corporation,241945149440,179.66,178.96,8741254,135.43,214.5,214.5,-244546200.0,1776774600,Industrials,Aerospace & Defense,NYQ
53,LIN,Linde plc,230105628672,497.69,501.98,4326107,387.78,521.28,521.28,708787800.0,1777638600,Basic Materials,Specialty Chemicals,NMS
54,WFC,Wells Fargo & Company,237287096320,77.54,76.65,11074132,71.93,97.76,97.76,76253400.0,1784032200,Financial Services,Banks - Diversified,NYQ
55,SHEL,Shell plc,233803776000,84.12,83.83,7179523,66.82,94.9,94.9,447949800.0,1785414600,Energy,Oil & Gas Integrated,NYQ
56,IBM,International Business Machines Corporation,279897833472,297.8,264.22,28387392,212.34,324.9,324.9,-252322200.0,1784750400,Technology,Information Technology Services,NYQ
57,SNDK,Sandisk Corporation,251009171456,1694.98,1641.64,8684514,36.207,1708.825,1708.825,1739457000.0,1777579200,Technology,Computer Hardware,NMS
58,BHP,BHP Group Limited,225862090752,88.91,87.8,3030668,45.74,91.45,91.45,322151400.0,0,Basic Materials,Other Industrial Metals & Mining,NYQ
59,MUFG,"Mitsubishi UFJ Financial Group, Inc.",211191103488,18.71,18.82,4020543,13.19,20.15,20.15,986218200.0,1778875200,Financial Services,Banks - Diversified,NYQ
60,C,Citigroup Inc.,214732144640,125.9,124.68,7637801,74.3,135.29,591.25,221149800.0,1784032200,Financial Services,Banks - Diversified,NYQ
61,AXP,American Express Company,215935860736,316.47,315.12,2015449,286.15,387.49,387.49,76253400.0,1776947400,Financial Services,Credit Services,NYQ
62,PANW,"Palo Alto Networks, Inc.",228450598912,281.69,257.77,14498931,139.57,283.71,283.71,1342791000.0,1780430400,Technology,Software - Infrastructure,NMS
63,TMUS,"T-Mobile US, Inc.",202945839104,187.53,189.01,7592910,181.36,261.56,276.49,1176989400.0,1777406400,Communication Services,Telecom Services,NMS
64,SAP,SAP SE,214318104576,181.79,175.46,4782903,158.58,313.28,313.28,811431000.0,1784836800,Technology,Software - Application,NYQ
65,ADI,"Analog Devices, Inc.",201580969984,413.85,419.01,5500717,212.22,435.72,435.72,322151400.0,1779280200,Technology,Semiconductors,NMS
66,VZ,Verizon Communications Inc.,199633469440,47.81,48.01,39340172,38.39,51.68,62.502934,438273000.0,1777293000,Communication Services,Telecom Services,NYQ
67,ANET,"Arista Networks, Inc.",200799748096,159.47,155.27,15373915,85.58,179.8,179.8,1402061400.0,1778011200,Technology,Computer Hardware,NYQ
68,TTE,TotalEnergies SE,194102018048,87.32,87.17,1755633,57.39,94.17,94.17,688397400.0,1784836800,Energy,Oil & Gas Integrated,NYQ
69,PEP,"PepsiCo, Inc.",197099208704,144.19,146.29,8734839,127.6,171.48,196.88,76253400.0,1776342600,Consumer Defensive,Beverages - Non-Alcoholic,NMS
70,MCD,McDonald's Corporation,198373244928,279.2,277.97,2922533,271.98,341.75,341.75,-110197800.0,1778157000,Consumer Cyclical,Restaurants,NYQ
71,DELL,Dell Technologies Inc.,273409769472,420.91,317.05,38175314,106.38,429.151,429.15,1471440600.0,1779998400,Technology,Computer Hardware,NYQ
72,NVO,Novo Nordisk A/S,201954295808,45.58,45.51,10939324,35.12,81.44,148.15,357485400.0,1778070600,Healthcare,Drug Manufacturers - General,NYQ
73,STX,Seagate Technology Holdings plc,199056605184,879.8,880.72,3831194,116.78,905.39,905.39,1039617000.0,1777406400,Technology,Computer Hardware,NMS
74,TD,The Toronto-Dominion Bank,187639955456,113.58,113.34,2080258,68.99,114.26,114.26,841411800.0,1787833800,Financial Services,Banks - Diversified,NYQ
75,NEE,"NextEra Energy, Inc.",181468528640,87.01,87.25,25325562,67.2,98.75,98.75,99153000.0,1776947400,Utilities,Utilities - Regulated Electric,NYQ
76,MRVL,"Marvell Technology, Inc.",179334004736,205.0,204.83,30114658,59.53,218.26,218.26,962371800.0,1779912000,Technology,Semiconductors,NMS
77,AMGN,Amgen Inc.,181768355840,336.79,336.48,2283376,267.83,391.29,391.29,424704600.0,1777579200,Healthcare,Drug Manufacturers - General,NMS
78,WDC,Western Digital Corporation,183098605568,531.21,531.18,6222413,51.17,553.5,553.5,278692200.0,1777579200,Technology,Computer Hardware,NMS
79,SAN,"Banco Santander, S.A.",179716227072,12.48,12.41,9052265,7.82,13.24,22.34,554650200.0,1784723400,Financial Services,Banks - Diversified,NYQ
80,DIS,The Walt Disney Company,176828973056,101.83,103.73,13311728,92.19,124.69,203.02,-252322200.0,1778070600,Communication Services,Entertainment,NYQ
81,TJX,"The TJX Companies, Inc.",171124752384,154.75,154.89,3832585,119.84,165.82,165.82,551712600.0,1787142600,Consumer Cyclical,Apparel Retail,NYQ
82,RIO,Rio Tinto Group,173016891392,106.39,106.47,2117825,55.64,112.58,139.6625,646579800.0,0,Basic Materials,Other Industrial Metals & Mining,NYQ
83,T,AT&T Inc.,172318801920,24.8,24.88,88214136,22.95,29.79,45.270016,438273000.0,1776861000,Communication Services,Telecom Services,NYQ
84,BA,The Boeing Company,182216081408,231.15,228.78,6924389,176.77,254.35,446.01,-252322200.0,1776861000,Industrials,Aerospace & Defense,NYQ
85,APH,Amphenol Corporation,183009673216,148.76,147.68,13679447,88.77,167.04,167.04,689610600.0,1785328200,Technology,Electronic Components,NYQ
86,CRWD,"CrowdStrike Holdings, Inc.",186066206720,731.0,671.0,4286217,342.72,731.49,731.49,1560346200.0,1780516800,Technology,Software - Infrastructure,NMS
87,APP,AppLovin Corporation,205961166848,613.09,599.89,6234728,320.0,745.61,745.61,1618493400.0,1778097600,Communication Services,Advertising Agencies,NMS
88,GLW,Corning Incorporated,155913158656,181.16,182.69,10151420,49.1,211.79,211.79,378657000.0,1777379400,Technology,Electronic Components,NYQ
89,BLK,"BlackRock, Inc.",162511355904,1046.88,1046.49,458237,917.39,1219.94,1219.94,938784600.0,1776169800,Financial Services,Asset Management,NYQ
90,TMO,Thermo Fisher Scientific Inc.,183027302400,492.51,487.22,3078300,385.46,643.99,672.34,322151400.0,1776947400,Healthcare,Diagnostics & Research,NYQ
91,GILD,"Gilead Sciences, Inc.",166904233984,134.43,136.22,16639906,104.46,157.29,157.29,696090600.0,1778184000,Healthcare,Drug Manufacturers - General,NMS
92,UNP,Union Pacific Corporation,155932852224,262.64,265.62,4136860,210.84,279.7,279.7,315671400.0,1776947400,Industrials,Railroads,NYQ
93,BUD,Anheuser-Busch InBev SA/NV,154845560832,79.99,81.98,2015197,56.97,84.46,136.08,1246455000.0,1785414600,Consumer Defensive,Beverages - Brewers,NYQ
94,SCCO,Southern Copper Corporation,159606505472,191.3,194.88,1531363,85.60648,221.67326,221.67326,820852200.0,0,Basic Materials,Copper,NYQ
95,UBS,UBS Group AG,154319060992,47.08,46.84,1513095,30.36,49.36,66.26,958483800.0,1785328200,Financial Services,Banks - Diversified,NYQ
96,ETN,Eaton Corporation plc,155552989184,400.6,401.94,3317088,311.9,435.43,435.43,76253400.0,1777984200,Industrials,Specialty Industrial Machinery,NYQ
97,SCHW,The Charles Schwab Corporation,151913480192,87.35,85.35,12506140,83.96,107.5,107.5,559315800.0,1776342600,Financial Services,Capital Markets,NYQ
98,ISRG,"Intuitive Surgical, Inc.",150391717888,424.64,423.63,2119526,414.3,603.88,616.0,961162200.0,1776801600,Healthcare,Medical Instruments & Supplies,NMS
99,WELL,Welltower Inc.,144945414144,205.33,210.29,2975441,148.6,221.68,221.68,322324200.0,1777406400,Real Estate,REIT - Healthcare Facilities,NYQ
100,ABT,Abbott Laboratories,149099200512,85.6,86.3,21126364,81.97,139.06,142.6,322151400.0,1776342600,Healthcare,Medical Devices,NYQ
101,PFE,Pfizer Inc.,149211447296,26.18,26.14,21033074,23.06,28.75,61.71,76253400.0,1777984200,Healthcare,Drug Manufacturers - General,NYQ
102,CRM,"Salesforce, Inc.",156510912512,191.1,176.17,33907040,163.52,276.8,369.0,1087997400.0,1779912000,Technology,Software - Application,NYQ
103,HON,Honeywell International Inc.,150720724992,237.86,233.0,5411989,186.76,248.18,248.18,-252322200.0,1776947400,Industrials,Conglomerates,NMS
104,SMFG,"Sumitomo Mitsui Financial Group, Inc.",139781931008,21.97,22.29,1670050,14.4,24.34,27.1,1138372200.0,1778702400,Financial Services,Banks - Diversified,NYQ
105,BX,Blackstone Inc.,142967996416,116.97,116.14,4857954,101.73,190.09,200.96,1182519000.0,1776947400,Financial Services,Asset Management,NYQ
106,DE,Deere & Company,146354683904,542.18,539.0,2180297,433.0,674.19,674.19,76253400.0,1787229000,Industrials,Farm & Heavy Construction Machinery,NYQ
107,UBER,"Uber Technologies, Inc.",143306178560,70.4,70.92,25005249,68.46,101.99,101.99,1557495000.0,1778070600,Technology,Software - Application,NYQ
108,COP,ConocoPhillips,138861150208,113.98,114.99,12245090,85.23,135.87,138.49,378657000.0,1777552200,Energy,Oil & Gas E&P,NYQ
109,IBKR,"Interactive Brokers Group, Inc.",147854065664,86.97,83.11,4850334,49.15,88.44,88.44,1178285400.0,1776801600,Financial Services,Capital Markets,NMS
110,BTI,British American Tobacco p.l.c.,133587853312,61.79,62.92,3494640,45.04,67.3,73.41,324570600.0,0,Consumer Defensive,Tobacco,NYQ
111,PDD,PDD Holdings Inc.,120191598592,84.44,83.03,28959766,81.56,139.41,212.6,1532611800.0,1779885000,Consumer Cyclical,Internet Retail,NMS
112,PLD,"Prologis, Inc.",133762531328,143.47,145.64,7942263,103.41,147.93,174.54,880122600.0,1776342600,Real Estate,REIT - Industrial,NYQ
113,SHOP,Shopify Inc.,154044579840,118.71,115.03,11269214,94.0,182.19,182.19,1432128600.0,1777984200,Technology,Software - Application,NMS
114,SONY,Sony Group Corporation,127436881920,21.57,21.72,5768045,19.63,30.34,31.475,99153000.0,1785501000,Technology,Consumer Electronics,NYQ
115,BBVA,"Banco Bilbao Vizcaya Argentaria, S.A.",130294792192,23.39,23.13,974520,14.63,26.2,26.2,598199400.0,1785414600,Financial Services,Banks - Diversified,NYQ
116,HDB,HDFC Bank Limited,122051182592,23.78,23.66,9219751,23.31,39.805,42.35,995635800.0,1776542400,Financial Services,Banks - Regional,NYQ
117,BKNG,Booking Holdings Inc.,129737891840,167.43,169.82,8480863,150.14,233.5764,233.5764,922890600.0,1777406400,Consumer Cyclical,Travel Services,NMS
118,CB,Chubb Limited,120907628544,311.73,316.22,3889365,264.1,345.67,345.67,733069800.0,1776801600,Financial Services,Insurance - Property & Casualty,NYQ
119,PBR,Petróleo Brasileiro S.A. - Petrobras,120960761856,18.77,18.83,15014221,11.04,22.24,77.61,965914200.0,1786046400,Energy,Oil & Gas Integrated,NYQ
120,ENB,Enbridge Inc.,119535542272,54.74,55.56,6036364,43.59,58.45,58.45,448209000.0,1778243400,Energy,Oil & Gas Midstream,NYQ
121,VRT,Vertiv Holdings Co,121266987008,315.71,314.18,4722578,105.68,379.935,379.935,1533216600.0,1776861000,Industrials,Electrical Equipment & Parts,NYQ
122,UL,Unilever PLC,122239057920,56.45,57.03,3088902,54.95,74.98,74.98,322842600.0,0,Consumer Defensive,Household & Personal Products,NYQ
123,LMT,Lockheed Martin Corporation,122302472192,530.45,537.21,1174552,410.11,692.0,692.0,-252322200.0,1776947400,Industrials,Aerospace & Defense,NYQ
124,DHR,Danaher Corporation,129288462336,182.67,180.63,4326566,160.93,242.8,296.06384,283789800.0,1776774600,Healthcare,Diagnostics & Research,NYQ
125,SPGI,S&P Global Inc.,125503995904,424.0,416.71,2171263,381.61,579.05,579.05,99153000.0,1777379400,Financial Services,Financial Data & Stock Exchanges,NYQ
126,MO,"Altria Group, Inc.",116191035392,69.58,71.97,13099615,54.7,74.56,90.5,-252322200.0,1785414600,Consumer Defensive,Tobacco,NYQ
127,SYK,Stryker Corporation,116959535104,305.09,307.63,2509872,281.0,404.87,406.19,322151400.0,1777579200,Healthcare,Medical Devices,NYQ
128,NEM,Newmont Corporation,117227970560,109.81,108.23,14663444,52.08,134.88,134.88,322151400.0,1776974400,Basic Materials,Gold,NYQ
129,LOW,"Lowe's Companies, Inc.",120193171456,214.36,217.92,1849660,208.0,293.06,293.06,322151400.0,1787142600,Consumer Cyclical,Home Improvement Retail,NYQ
130,BMY,Bristol-Myers Squibb Company,116765638656,57.18,56.91,9575365,42.52,62.89,81.44,76253400.0,1785414600,Healthcare,Drug Manufacturers - General,NYQ
131,COF,Capital One Financial Corporation,116947484672,187.93,187.02,7959933,174.98,259.64,259.64,784996200.0,1776801600,Financial Services,Credit Services,NYQ
132,CVS,CVS Health Corporation,116083867648,90.98,92.97,4590825,58.5,98.43,113.65,99153000.0,1778070600,Healthcare,Healthcare Plans,NYQ
133,PGR,The Progressive Corporation,111098404864,190.4,194.51,6372773,189.2,289.96,292.99,322151400.0,1776256200,Financial Services,Insurance - Property & Casualty,NYQ
134,SBUX,Starbucks Corporation,113012654080,99.16,100.75,8195136,77.99,108.88,126.32,709565400.0,1777406400,Consumer Cyclical,Restaurants,NMS
135,BMO,Bank of Montreal,113474494464,162.01,161.84,497795,104.09,163.75,163.75,783264600.0,1787661000,Financial Services,Banks - Diversified,NYQ
136,MFG,"Mizuho Financial Group, Inc.",109367771136,8.97,8.95,2307010,5.35,10.28,15.35,1162996200.0,1778875200,Financial Services,Banks - Regional,NYQ
137,PWR,"Quanta Services, Inc.",106802307072,711.73,730.1,2219925,337.48,788.75,788.75,887293800.0,1777552200,Industrials,Engineering & Construction,NYQ
138,VRTX,Vertex Pharmaceuticals Incorporated,113588084736,447.54,447.97,1414718,362.5,507.92,519.88,680362200.0,1777924800,Healthcare,Biotechnology,NMS
139,BP,BP p.l.c.,107815133184,41.87,41.59,11567668,28.83,48.27,79.77,-252322200.0,1785846600,Energy,Oil & Gas Integrated,NYQ
140,ACN,Accenture plc,115129458688,187.07,178.4,5223660,155.82,321.77,417.37,995549400.0,1781785800,Technology,Information Technology Services,NYQ
141,CEG,Constellation Energy Corporation,103932436480,287.75,286.31,2415309,243.3,412.7,412.7,1642602600.0,1778502600,Utilities,Utilities - Independent Power Producers,NMS
142,PH,Parker-Hannifin Corporation,106496352256,844.63,852.81,1020071,646.51,1034.96,1034.96,322151400.0,1777552200,Industrials,Specialty Industrial Machinery,NYQ
143,SPOT,Spotify Technology S.A.,102332989440,497.68,516.71,3398335,405.0,785.0,785.0,1522762200.0,1777379400,Communication Services,Internet Content & Information,NYQ
144,CM,Canadian Imperial Bank of Commerce,99472384000,108.74,109.5,1653326,67.3,117.05,117.05,879431400.0,1787833800,Financial Services,Banks - Diversified,NYQ
145,EQIX,"Equinix, Inc.",105334644736,1068.04,1069.44,943008,710.52,1128.68,1128.68,966000600.0,1777492800,Real Estate,REIT - Specialty,NMS
146,SO,The Southern Company,103768072192,92.05,92.52,3900130,83.8,100.84,100.84,378657000.0,1777552200,Utilities,Utilities - Regulated Electric,NYQ
147,SNY,Sanofi,104535851008,43.67,44.29,2426325,42.33,52.68,60.12,1025530200.0,1785414600,Healthcare,Drug Manufacturers - General,NMS
148,CDNS,"Cadence Design Systems, Inc.",103411687424,374.93,373.85,1406501,262.75,383.8,383.8,550330200.0,1777320000,Technology,Software - Application,NMS
149,HWM,Howmet Aerospace Inc.,103327760384,258.25,259.89,6622632,165.51,280.74,280.74,1478007000.0,1778157000,Industrials,Aerospace & Defense,NYQ
150,GSK,GSK plc,101375688704,50.54,51.24,2536625,35.45,61.7,76.1875,323101800.0,1785241800,Healthcare,Drug Manufacturers - General,NYQ
151,NOW,"ServiceNow, Inc.",128263782400,124.37,108.73,67031644,81.24,211.478,239.618,1340976600.0,1776888000,Technology,Software - Application,NYQ
152,BN,Brookfield Corporation,101829623808,45.59,46.08,3270153,37.833332,49.57,49.57,441642600.0,1778761800,Financial Services,Asset Management,NYQ
153,SNPS,"Synopsys, Inc.",91071397888,475.62,480.64,3119793,376.18,651.73,651.73,699114600.0,1779912000,Technology,Software - Infrastructure,NMS
154,CME,CME Group Inc.,98836226048,273.54,277.42,4422684,257.17,329.16,329.16,1039185000.0,1776861000,Financial Services,Financial Data & Stock Exchanges,NMS
155,TT,Trane Technologies plc,99762331648,451.3,452.26,1194099,348.06,503.47,503.47,322151400.0,1777552200,Industrials,Building Products & Equipment,NYQ
156,MDT,Medtronic plc,94763540480,73.81,75.57,22214455,73.67,106.33,135.89,105197400.0,1780489800,Healthcare,Medical Devices,NYQ
157,BNS,The Bank of Nova Scotia,98147393536,80.05,79.79,1866078,53.18,82.22,82.22,1023456600.0,1787661000,Financial Services,Banks - Diversified,NYQ
158,MAR,"Marriott International, Inc.",99041452032,375.6,385.76,2320062,253.56,388.37,388.37,890663400.0,1778070600,Consumer Cyclical,Lodging,NMS
159,FTNT,"Fortinet, Inc.",101083496448,137.97,129.7,4626956,70.12,138.11,138.11,1258554600.0,1778097600,Technology,Software - Infrastructure,NMS
160,CNQ,Canadian Natural Resources Limited,94628659200,45.37,45.81,6066122,29.3,51.34,51.34,965050200.0,1778157000,Energy,Oil & Gas E&P,NYQ
161,DUK,Duke Energy Corporation,95679848448,122.73,123.76,3844421,113.66,134.49,134.49,322151400.0,1777984200,Utilities,Utilities - Regulated Electric,NYQ
162,ADBE,Adobe Inc.,104772681728,259.21,241.44,8835604,224.13,421.48,699.54,524323800.0,1781208000,Technology,Software - Application,NMS
163,BNY,The Bank of New York Mellon Cor,95701819392,139.43,140.56,2644682,87.41,141.65,141.65,105283800.0,0,Financial Services,Banks - Diversified,NYQ
164,FDX,FedEx Corporation,98246328320,411.75,411.4,925593,214.82,413.87,413.87,261239400.0,1782244800,Industrials,Integrated Freight & Logistics,NYQ
165,EQNR,Equinor ASA,89666224128,35.99,36.55,3153308,22.26,43.46,43.46,992871000.0,1784723400,Energy,Oil & Gas Integrated,NYQ
166,IBN,ICICI Bank Limited,94025719808,26.23,26.17,6804239,25.08,34.57,34.57,954253800.0,1776542400,Financial Services,Banks - Regional,NYQ
167,WMB,"The Williams Companies, Inc.",87309844480,71.39,73.13,5062686,55.82,80.08,80.08,378657000.0,1777924800,Energy,Oil & Gas Midstream,NYQ
168,GD,General Dynamics Corporation,93790593024,346.82,348.96,590024,268.1,369.7,369.7,-252322200.0,1777465800,Industrials,Aerospace & Defense,NYQ
169,FCX,Freeport-McMoRan Inc.,94462050304,65.71,65.87,11357554,35.15,70.97,70.97,805383000.0,1776947400,Basic Materials,Copper,NYQ
170,CMI,Cummins Inc.,89227870208,646.63,668.68,686744,307.9,718.08,718.08,99153000.0,1777984200,Industrials,Specialty Industrial Machinery,NYQ
171,NOK,Nokia Oyj,82844811264,14.84,15.28,112356743,4.0,16.63,62.5,773069400.0,1784809800,Technology,Communication Equipment,NYQ
172,MCK,McKesson Corporation,89244295168,742.44,756.98,981916,637.0,999.0,999.0,784477800.0,1778184000,Healthcare,Medical Distribution,NYQ
173,AEM,Agnico Eagle Mines Limited,91581628416,183.15,177.97,3621880,114.6,255.24,255.24,99153000.0,1785355200,Basic Materials,Gold,NYQ
174,CMCSA,Comcast Corporation,88841330688,24.87,25.16,19559418,24.133083,34.358013,57.9194,322151400.0,1776947400,Communication Services,Telecom Services,NMS
175,ING,ING Groep N.V.,88727543808,30.94,30.84,2065197,20.39,31.4,47.18,769267800.0,1785414600,Financial Services,Banks - Diversified,NYQ
176,PNC,"The PNC Financial Services Group, Inc.",88793972736,221.12,219.78,1045168,170.49,243.94,243.94,185466600.0,1784118600,Financial Services,Banks - Regional,NYQ
177,KKR,KKR & Co. Inc.,89458442240,95.94,94.03,3532823,82.67,153.87,170.4,1279200600.0,1777984200,Financial Services,Asset Management,NYQ
178,ITUB,Itaú Unibanco Holding S.A.,86850166784,7.88,7.88,22119232,5.932039,9.6,9.6,1014647400.0,1785873600,Financial Services,Banks - Regional,NYQ
